#X	Y	log2	log10
2	1	0	0
3	2	1	0.30103
5	2	1	0.30103
7	3	1.58496	0.477121
11	3	1.58496	0.477121
13	3	1.58496	0.477121
17	2	1	0.30103
19	3	1.58496	0.477121
23	4	2	0.60206
29	4	2	0.60206
31	5	2.32193	0.69897
37	3	1.58496	0.477121
41	3	1.58496	0.477121
43	4	2	0.60206
47	5	2.32193	0.69897
53	4	2	0.60206
59	5	2.32193	0.69897
61	5	2.32193	0.69897
67	3	1.58496	0.477121
71	4	2	0.60206
73	3	1.58496	0.477121
79	5	2.32193	0.69897
83	4	2	0.60206
89	4	2	0.60206
97	3	1.58496	0.477121
101	4	2	0.60206
103	5	2.32193	0.69897
107	5	2.32193	0.69897
109	5	2.32193	0.69897
113	4	2	0.60206
127	7	2.80735	0.845098
131	3	1.58496	0.477121
137	3	1.58496	0.477121
139	4	2	0.60206
149	4	2	0.60206
151	5	2.32193	0.69897
157	5	2.32193	0.69897
163	4	2	0.60206
167	5	2.32193	0.69897
173	5	2.32193	0.69897
179	5	2.32193	0.69897
181	5	2.32193	0.69897
191	7	2.80735	0.845098
193	3	1.58496	0.477121
197	4	2	0.60206
199	5	2.32193	0.69897
211	5	2.32193	0.69897
223	7	2.80735	0.845098
227	5	2.32193	0.69897
229	5	2.32193	0.69897
233	5	2.32193	0.69897
239	7	2.80735	0.845098
241	5	2.32193	0.69897
251	7	2.80735	0.845098
257	2	1	0.30103
263	4	2	0.60206
269	4	2	0.60206
271	5	2.32193	0.69897
277	4	2	0.60206
281	4	2	0.60206
283	5	2.32193	0.69897
293	4	2	0.60206
307	5	2.32193	0.69897
311	6	2.58496	0.778151
313	5	2.32193	0.69897
317	6	2.58496	0.778151
331	5	2.32193	0.69897
337	4	2	0.60206
347	6	2.58496	0.778151
349	6	2.58496	0.778151
353	4	2	0.60206
359	6	2.58496	0.778151
367	7	2.80735	0.845098
373	6	2.58496	0.778151
379	7	2.80735	0.845098
383	8	3	0.90309
389	4	2	0.60206
397	5	2.32193	0.69897
401	4	2	0.60206
409	5	2.32193	0.69897
419	5	2.32193	0.69897
421	5	2.32193	0.69897
431	7	2.80735	0.845098
433	5	2.32193	0.69897
439	7	2.80735	0.845098
443	7	2.80735	0.845098
449	4	2	0.60206
457	5	2.32193	0.69897
461	6	2.58496	0.778151
463	7	2.80735	0.845098
467	6	2.58496	0.778151
479	8	3	0.90309
487	7	2.80735	0.845098
491	7	2.80735	0.845098
499	7	2.80735	0.845098
503	8	3	0.90309
509	8	3	0.90309
521	3	1.58496	0.477121
523	4	2	0.60206
541	5	2.32193	0.69897
547	4	2	0.60206
557	5	2.32193	0.69897
563	5	2.32193	0.69897
569	5	2.32193	0.69897
571	6	2.58496	0.778151
577	3	1.58496	0.477121
587	5	2.32193	0.69897
593	4	2	0.60206
599	6	2.58496	0.778151
601	5	2.32193	0.69897
607	7	2.80735	0.845098
613	5	2.32193	0.69897
617	5	2.32193	0.69897
619	6	2.58496	0.778151
631	7	2.80735	0.845098
641	3	1.58496	0.477121
643	4	2	0.60206
647	5	2.32193	0.69897
653	5	2.32193	0.69897
659	5	2.32193	0.69897
661	5	2.32193	0.69897
673	4	2	0.60206
677	5	2.32193	0.69897
683	6	2.58496	0.778151
691	6	2.58496	0.778151
701	7	2.80735	0.845098
709	5	2.32193	0.69897
719	7	2.80735	0.845098
727	7	2.80735	0.845098
733	7	2.80735	0.845098
739	6	2.58496	0.778151
743	7	2.80735	0.845098
751	8	3	0.90309
757	7	2.80735	0.845098
761	7	2.80735	0.845098
769	3	1.58496	0.477121
773	4	2	0.60206
787	5	2.32193	0.69897
797	6	2.58496	0.778151
809	5	2.32193	0.69897
811	6	2.58496	0.778151
821	6	2.58496	0.778151
823	7	2.80735	0.845098
827	7	2.80735	0.845098
829	7	2.80735	0.845098
839	6	2.58496	0.778151
853	6	2.58496	0.778151
857	6	2.58496	0.778151
859	7	2.80735	0.845098
863	8	3	0.90309
877	7	2.80735	0.845098
881	6	2.58496	0.778151
883	7	2.80735	0.845098
887	8	3	0.90309
907	6	2.58496	0.778151
911	7	2.80735	0.845098
919	7	2.80735	0.845098
929	5	2.32193	0.69897
937	6	2.58496	0.778151
941	7	2.80735	0.845098
947	7	2.80735	0.845098
953	7	2.80735	0.845098
967	7	2.80735	0.845098
971	7	2.80735	0.845098
977	6	2.58496	0.778151
983	8	3	0.90309
991	9	3.16993	0.954243
997	7	2.80735	0.845098
1009	7	2.80735	0.845098
1013	8	3	0.90309
1019	9	3.16993	0.954243
1021	9	3.16993	0.954243
1031	4	2	0.60206
1033	3	1.58496	0.477121
1039	5	2.32193	0.69897
1049	4	2	0.60206
1051	5	2.32193	0.69897
1061	4	2	0.60206
1063	5	2.32193	0.69897
1069	5	2.32193	0.69897
1087	7	2.80735	0.845098
1091	4	2	0.60206
1093	4	2	0.60206
1097	4	2	0.60206
1103	6	2.58496	0.778151
1109	5	2.32193	0.69897
1117	6	2.58496	0.778151
1123	5	2.32193	0.69897
1129	5	2.32193	0.69897
1151	8	3	0.90309
1153	3	1.58496	0.477121
1163	5	2.32193	0.69897
1171	5	2.32193	0.69897
1181	6	2.58496	0.778151
1187	5	2.32193	0.69897
1193	5	2.32193	0.69897
1201	5	2.32193	0.69897
1213	7	2.80735	0.845098
1217	4	2	0.60206
1223	6	2.58496	0.778151
1229	6	2.58496	0.778151
1231	7	2.80735	0.845098
1237	6	2.58496	0.778151
1249	5	2.32193	0.69897
1259	7	2.80735	0.845098
1277	8	3	0.90309
1279	9	3.16993	0.954243
1283	4	2	0.60206
1289	4	2	0.60206
1291	5	2.32193	0.69897
1297	4	2	0.60206
1301	5	2.32193	0.69897
1303	6	2.58496	0.778151
1307	6	2.58496	0.778151
1319	6	2.58496	0.778151
1321	5	2.32193	0.69897
1327	7	2.80735	0.845098
1361	5	2.32193	0.69897
1367	7	2.80735	0.845098
1373	7	2.80735	0.845098
1381	6	2.58496	0.778151
1399	8	3	0.90309
1409	4	2	0.60206
1423	7	2.80735	0.845098
1427	6	2.58496	0.778151
1429	6	2.58496	0.778151
1433	6	2.58496	0.778151
1439	8	3	0.90309
1447	7	2.80735	0.845098
1451	7	2.80735	0.845098
1453	7	2.80735	0.845098
1459	7	2.80735	0.845098
1471	9	3.16993	0.954243
1481	6	2.58496	0.778151
1483	7	2.80735	0.845098
1487	8	3	0.90309
1489	6	2.58496	0.778151
1493	7	2.80735	0.845098
1499	8	3	0.90309
1511	8	3	0.90309
1523	8	3	0.90309
1531	9	3.16993	0.954243
1543	5	2.32193	0.69897
1549	5	2.32193	0.69897
1553	4	2	0.60206
1559	6	2.58496	0.778151
1567	7	2.80735	0.845098
1571	5	2.32193	0.69897
1579	6	2.58496	0.778151
1583	7	2.80735	0.845098
1597	7	2.80735	0.845098
1601	4	2	0.60206
1607	6	2.58496	0.778151
1609	5	2.32193	0.69897
1613	6	2.58496	0.778151
1619	6	2.58496	0.778151
1621	6	2.58496	0.778151
1627	7	2.80735	0.845098
1637	6	2.58496	0.778151
1657	7	2.80735	0.845098
1663	9	3.16993	0.954243
1667	5	2.32193	0.69897
1669	5	2.32193	0.69897
1693	7	2.80735	0.845098
1697	5	2.32193	0.69897
1699	6	2.58496	0.778151
1709	7	2.80735	0.845098
1721	7	2.80735	0.845098
1723	8	3	0.90309
1733	6	2.58496	0.778151
1741	7	2.80735	0.845098
1747	7	2.80735	0.845098
1753	7	2.80735	0.845098
1759	9	3.16993	0.954243
1777	7	2.80735	0.845098
1783	9	3.16993	0.954243
1787	9	3.16993	0.954243
1789	9	3.16993	0.954243
1801	5	2.32193	0.69897
1811	6	2.58496	0.778151
1823	8	3	0.90309
1831	7	2.80735	0.845098
1847	8	3	0.90309
1861	6	2.58496	0.778151
1867	7	2.80735	0.845098
1871	8	3	0.90309
1873	6	2.58496	0.778151
1877	7	2.80735	0.845098
1879	8	3	0.90309
1889	6	2.58496	0.778151
1901	8	3	0.90309
1907	8	3	0.90309
1913	8	3	0.90309
1931	7	2.80735	0.845098
1933	7	2.80735	0.845098
1949	8	3	0.90309
1951	9	3.16993	0.954243
1973	8	3	0.90309
1979	9	3.16993	0.954243
1987	7	2.80735	0.845098
1993	7	2.80735	0.845098
1997	8	3	0.90309
1999	9	3.16993	0.954243
2003	8	3	0.90309
2011	9	3.16993	0.954243
2017	7	2.80735	0.845098
2027	9	3.16993	0.954243
2029	9	3.16993	0.954243
2039	10	3.32193	1
2053	3	1.58496	0.477121
2063	5	2.32193	0.69897
2069	4	2	0.60206
2081	3	1.58496	0.477121
2083	4	2	0.60206
2087	5	2.32193	0.69897
2089	4	2	0.60206
2099	5	2.32193	0.69897
2111	7	2.80735	0.845098
2113	3	1.58496	0.477121
2129	4	2	0.60206
2131	5	2.32193	0.69897
2137	5	2.32193	0.69897
2141	6	2.58496	0.778151
2143	7	2.80735	0.845098
2153	5	2.32193	0.69897
2161	5	2.32193	0.69897
2179	4	2	0.60206
2203	6	2.58496	0.778151
2207	7	2.80735	0.845098
2213	5	2.32193	0.69897
2221	6	2.58496	0.778151
2237	7	2.80735	0.845098
2239	8	3	0.90309
2243	5	2.32193	0.69897
2251	6	2.58496	0.778151
2267	7	2.80735	0.845098
2269	7	2.80735	0.845098
2273	5	2.32193	0.69897
2281	6	2.58496	0.778151
2287	8	3	0.90309
2293	7	2.80735	0.845098
2297	7	2.80735	0.845098
2309	4	2	0.60206
2311	5	2.32193	0.69897
2333	6	2.58496	0.778151
2339	5	2.32193	0.69897
2341	5	2.32193	0.69897
2347	6	2.58496	0.778151
2351	7	2.80735	0.845098
2357	6	2.58496	0.778151
2371	5	2.32193	0.69897
2377	5	2.32193	0.69897
2381	6	2.58496	0.778151
2383	7	2.80735	0.845098
2389	6	2.58496	0.778151
2393	6	2.58496	0.778151
2399	8	3	0.90309
2411	7	2.80735	0.845098
2417	6	2.58496	0.778151
2423	8	3	0.90309
2437	5	2.32193	0.69897
2441	5	2.32193	0.69897
2447	7	2.80735	0.845098
2459	7	2.80735	0.845098
2467	6	2.58496	0.778151
2473	6	2.58496	0.778151
2477	7	2.80735	0.845098
2503	7	2.80735	0.845098
2521	7	2.80735	0.845098
2531	7	2.80735	0.845098
2539	8	3	0.90309
2543	9	3.16993	0.954243
2549	8	3	0.90309
2551	9	3.16993	0.954243
2557	9	3.16993	0.954243
2579	5	2.32193	0.69897
2591	7	2.80735	0.845098
2593	4	2	0.60206
2609	5	2.32193	0.69897
2617	6	2.58496	0.778151
2621	7	2.80735	0.845098
2633	5	2.32193	0.69897
2647	7	2.80735	0.845098
2657	5	2.32193	0.69897
2659	6	2.58496	0.778151
2663	7	2.80735	0.845098
2671	8	3	0.90309
2677	7	2.80735	0.845098
2683	8	3	0.90309
2687	9	3.16993	0.954243
2689	4	2	0.60206
2693	5	2.32193	0.69897
2699	6	2.58496	0.778151
2707	6	2.58496	0.778151
2711	7	2.80735	0.845098
2713	6	2.58496	0.778151
2719	8	3	0.90309
2729	6	2.58496	0.778151
2731	7	2.80735	0.845098
2741	7	2.80735	0.845098
2749	8	3	0.90309
2753	5	2.32193	0.69897
2767	8	3	0.90309
2777	7	2.80735	0.845098
2789	7	2.80735	0.845098
2791	8	3	0.90309
2797	8	3	0.90309
2801	7	2.80735	0.845098
2803	8	3	0.90309
2819	5	2.32193	0.69897
2833	5	2.32193	0.69897
2837	6	2.58496	0.778151
2843	7	2.80735	0.845098
2851	6	2.58496	0.778151
2857	6	2.58496	0.778151
2861	7	2.80735	0.845098
2879	9	3.16993	0.954243
2887	7	2.80735	0.845098
2897	6	2.58496	0.778151
2903	8	3	0.90309
2909	8	3	0.90309
2917	7	2.80735	0.845098
2927	9	3.16993	0.954243
2939	9	3.16993	0.954243
2953	6	2.58496	0.778151
2957	7	2.80735	0.845098
2963	7	2.80735	0.845098
2969	7	2.80735	0.845098
2971	8	3	0.90309
2999	9	3.16993	0.954243
3001	8	3	0.90309
3011	7	2.80735	0.845098
3019	8	3	0.90309
3023	9	3.16993	0.954243
3037	9	3.16993	0.954243
3041	7	2.80735	0.845098
3049	8	3	0.90309
3061	9	3.16993	0.954243
3067	10	3.32193	1
3079	5	2.32193	0.69897
3083	5	2.32193	0.69897
3089	4	2	0.60206
3109	5	2.32193	0.69897
3119	7	2.80735	0.845098
3121	5	2.32193	0.69897
3137	4	2	0.60206
3163	7	2.80735	0.845098
3167	8	3	0.90309
3169	5	2.32193	0.69897
3181	7	2.80735	0.845098
3187	7	2.80735	0.845098
3191	8	3	0.90309
3203	5	2.32193	0.69897
3209	5	2.32193	0.69897
3217	5	2.32193	0.69897
3221	6	2.58496	0.778151
3229	7	2.80735	0.845098
3251	7	2.80735	0.845098
3253	7	2.80735	0.845098
3257	7	2.80735	0.845098
3259	8	3	0.90309
3271	7	2.80735	0.845098
3299	7	2.80735	0.845098
3301	7	2.80735	0.845098
3307	8	3	0.90309
3313	7	2.80735	0.845098
3319	9	3.16993	0.954243
3323	9	3.16993	0.954243
3329	4	2	0.60206
3331	5	2.32193	0.69897
3343	7	2.80735	0.845098
3347	6	2.58496	0.778151
3359	8	3	0.90309
3361	5	2.32193	0.69897
3371	7	2.80735	0.845098
3373	7	2.80735	0.845098
3389	8	3	0.90309
3391	9	3.16993	0.954243
3407	8	3	0.90309
3413	7	2.80735	0.845098
3433	7	2.80735	0.845098
3449	8	3	0.90309
3457	5	2.32193	0.69897
3461	6	2.58496	0.778151
3463	7	2.80735	0.845098
3467	7	2.80735	0.845098
3469	7	2.80735	0.845098
3491	7	2.80735	0.845098
3499	8	3	0.90309
3511	9	3.16993	0.954243
3517	9	3.16993	0.954243
3527	8	3	0.90309
3529	7	2.80735	0.845098
3533	8	3	0.90309
3539	8	3	0.90309
3541	8	3	0.90309
3547	9	3.16993	0.954243
3557	8	3	0.90309
3559	9	3.16993	0.954243
3571	9	3.16993	0.954243
3581	10	3.32193	1
3583	11	3.45943	1.04139
3593	5	2.32193	0.69897
3607	7	2.80735	0.845098
3613	7	2.80735	0.845098
3617	5	2.32193	0.69897
3623	7	2.80735	0.845098
3631	8	3	0.90309
3637	7	2.80735	0.845098
3643	8	3	0.90309
3659	7	2.80735	0.845098
3671	8	3	0.90309
3673	7	2.80735	0.845098
3677	8	3	0.90309
3691	8	3	0.90309
3697	7	2.80735	0.845098
3701	8	3	0.90309
3709	9	3.16993	0.954243
3719	7	2.80735	0.845098
3727	8	3	0.90309
3733	7	2.80735	0.845098
3739	8	3	0.90309
3761	7	2.80735	0.845098
3767	9	3.16993	0.954243
3769	8	3	0.90309
3779	7	2.80735	0.845098
3793	7	2.80735	0.845098
3797	8	3	0.90309
3803	9	3.16993	0.954243
3821	9	3.16993	0.954243
3823	10	3.32193	1
3833	9	3.16993	0.954243
3847	7	2.80735	0.845098
3851	7	2.80735	0.845098
3853	7	2.80735	0.845098
3863	8	3	0.90309
3877	7	2.80735	0.845098
3881	7	2.80735	0.845098
3889	7	2.80735	0.845098
3907	7	2.80735	0.845098
3911	8	3	0.90309
3917	8	3	0.90309
3919	9	3.16993	0.954243
3923	8	3	0.90309
3929	8	3	0.90309
3931	9	3.16993	0.954243
3943	9	3.16993	0.954243
3947	9	3.16993	0.954243
3967	11	3.45943	1.04139
3989	8	3	0.90309
4001	7	2.80735	0.845098
4003	8	3	0.90309
4007	9	3.16993	0.954243
4013	9	3.16993	0.954243
4019	9	3.16993	0.954243
4021	9	3.16993	0.954243
4027	10	3.32193	1
4049	8	3	0.90309
4051	9	3.16993	0.954243
4057	9	3.16993	0.954243
4073	9	3.16993	0.954243
4079	11	3.45943	1.04139
4091	11	3.45943	1.04139
4093	11	3.45943	1.04139
4099	3	1.58496	0.477121
4111	5	2.32193	0.69897
4127	6	2.58496	0.778151
4129	3	1.58496	0.477121
4133	4	2	0.60206
4139	5	2.32193	0.69897
4153	5	2.32193	0.69897
4157	6	2.58496	0.778151
4159	7	2.80735	0.845098
4177	4	2	0.60206
4201	5	2.32193	0.69897
4211	6	2.58496	0.778151
4217	6	2.58496	0.778151
4219	7	2.80735	0.845098
4229	4	2	0.60206
4231	5	2.32193	0.69897
4241	4	2	0.60206
4243	5	2.32193	0.69897
4253	6	2.58496	0.778151
4259	5	2.32193	0.69897
4261	5	2.32193	0.69897
4271	7	2.80735	0.845098
4273	5	2.32193	0.69897
4283	7	2.80735	0.845098
4289	4	2	0.60206
4297	5	2.32193	0.69897
4327	7	2.80735	0.845098
4337	6	2.58496	0.778151
4339	7	2.80735	0.845098
4349	8	3	0.90309
4357	4	2	0.60206
4363	5	2.32193	0.69897
4373	5	2.32193	0.69897
4391	6	2.58496	0.778151
4397	6	2.58496	0.778151
4409	6	2.58496	0.778151
4421	5	2.32193	0.69897
4423	6	2.58496	0.778151
4441	6	2.58496	0.778151
4447	8	3	0.90309
4451	6	2.58496	0.778151
4457	6	2.58496	0.778151
4463	8	3	0.90309
4481	4	2	0.60206
4483	5	2.32193	0.69897
4493	6	2.58496	0.778151
4507	7	2.80735	0.845098
4513	5	2.32193	0.69897
4517	6	2.58496	0.778151
4519	7	2.80735	0.845098
4523	7	2.80735	0.845098
4547	6	2.58496	0.778151
4549	6	2.58496	0.778151
4561	6	2.58496	0.778151
4567	8	3	0.90309
4583	8	3	0.90309
4591	9	3.16993	0.954243
4597	8	3	0.90309
4603	9	3.16993	0.954243
4621	5	2.32193	0.69897
4637	6	2.58496	0.778151
4639	7	2.80735	0.845098
4643	5	2.32193	0.69897
4649	5	2.32193	0.69897
4651	6	2.58496	0.778151
4657	5	2.32193	0.69897
4663	7	2.80735	0.845098
4673	4	2	0.60206
4679	6	2.58496	0.778151
4691	6	2.58496	0.778151
4703	8	3	0.90309
4721	6	2.58496	0.778151
4723	7	2.80735	0.845098
4729	7	2.80735	0.845098
4733	8	3	0.90309
4751	7	2.80735	0.845098
4759	7	2.80735	0.845098
4783	8	3	0.90309
4787	7	2.80735	0.845098
4789	7	2.80735	0.845098
4793	7	2.80735	0.845098
4799	9	3.16993	0.954243
4801	5	2.32193	0.69897
4813	7	2.80735	0.845098
4817	6	2.58496	0.778151
4831	9	3.16993	0.954243
4861	9	3.16993	0.954243
4871	6	2.58496	0.778151
4877	6	2.58496	0.778151
4889	6	2.58496	0.778151
4903	7	2.80735	0.845098
4909	7	2.80735	0.845098
4919	8	3	0.90309
4931	6	2.58496	0.778151
4933	6	2.58496	0.778151
4937	6	2.58496	0.778151
4943	8	3	0.90309
4951	8	3	0.90309
4957	8	3	0.90309
4967	8	3	0.90309
4969	7	2.80735	0.845098
4973	8	3	0.90309
4987	9	3.16993	0.954243
4993	5	2.32193	0.69897
4999	7	2.80735	0.845098
5003	7	2.80735	0.845098
5009	6	2.58496	0.778151
5011	7	2.80735	0.845098
5021	8	3	0.90309
5023	9	3.16993	0.954243
5039	9	3.16993	0.954243
5051	9	3.16993	0.954243
5059	7	2.80735	0.845098
5077	8	3	0.90309
5081	8	3	0.90309
5087	10	3.32193	1
5099	9	3.16993	0.954243
5101	9	3.16993	0.954243
5107	9	3.16993	0.954243
5113	9	3.16993	0.954243
5119	11	3.45943	1.04139
5147	6	2.58496	0.778151
5153	4	2	0.60206
5167	7	2.80735	0.845098
5171	6	2.58496	0.778151
5179	7	2.80735	0.845098
5189	5	2.32193	0.69897
5197	6	2.58496	0.778151
5209	6	2.58496	0.778151
5227	7	2.80735	0.845098
5231	8	3	0.90309
5233	6	2.58496	0.778151
5237	7	2.80735	0.845098
5261	6	2.58496	0.778151
5273	6	2.58496	0.778151
5279	8	3	0.90309
5281	5	2.32193	0.69897
5297	6	2.58496	0.778151
5303	8	3	0.90309
5309	8	3	0.90309
5323	7	2.80735	0.845098
5333	7	2.80735	0.845098
5347	7	2.80735	0.845098
5351	8	3	0.90309
5381	5	2.32193	0.69897
5387	6	2.58496	0.778151
5393	5	2.32193	0.69897
5399	7	2.80735	0.845098
5407	8	3	0.90309
5413	6	2.58496	0.778151
5417	6	2.58496	0.778151
5419	7	2.80735	0.845098
5431	8	3	0.90309
5437	8	3	0.90309
5441	5	2.32193	0.69897
5443	6	2.58496	0.778151
5449	6	2.58496	0.778151
5471	9	3.16993	0.954243
5477	7	2.80735	0.845098
5479	8	3	0.90309
5483	8	3	0.90309
5501	9	3.16993	0.954243
5503	10	3.32193	1
5507	6	2.58496	0.778151
5519	8	3	0.90309
5521	6	2.58496	0.778151
5527	8	3	0.90309
5531	8	3	0.90309
5557	8	3	0.90309
5563	9	3.16993	0.954243
5569	6	2.58496	0.778151
5573	7	2.80735	0.845098
5581	8	3	0.90309
5591	9	3.16993	0.954243
5623	10	3.32193	1
5639	6	2.58496	0.778151
5641	5	2.32193	0.69897
5647	7	2.80735	0.845098
5651	6	2.58496	0.778151
5653	6	2.58496	0.778151
5657	6	2.58496	0.778151
5659	7	2.80735	0.845098
5669	6	2.58496	0.778151
5683	7	2.80735	0.845098
5689	7	2.80735	0.845098
5693	8	3	0.90309
5701	6	2.58496	0.778151
5711	8	3	0.90309
5717	7	2.80735	0.845098
5737	7	2.80735	0.845098
5741	8	3	0.90309
5743	9	3.16993	0.954243
5749	8	3	0.90309
5779	7	2.80735	0.845098
5783	8	3	0.90309
5791	9	3.16993	0.954243
5801	7	2.80735	0.845098
5807	9	3.16993	0.954243
5813	8	3	0.90309
5821	9	3.16993	0.954243
5827	7	2.80735	0.845098
5839	9	3.16993	0.954243
5843	8	3	0.90309
5849	8	3	0.90309
5851	9	3.16993	0.954243
5857	7	2.80735	0.845098
5861	8	3	0.90309
5867	9	3.16993	0.954243
5869	9	3.16993	0.954243
5879	10	3.32193	1
5881	9	3.16993	0.954243
5897	6	2.58496	0.778151
5903	8	3	0.90309
5923	7	2.80735	0.845098
5927	8	3	0.90309
5939	8	3	0.90309
5953	6	2.58496	0.778151
5981	9	3.16993	0.954243
5987	8	3	0.90309
6007	10	3.32193	1
6011	10	3.32193	1
6029	8	3	0.90309
6037	8	3	0.90309
6043	9	3.16993	0.954243
6047	10	3.32193	1
6053	8	3	0.90309
6067	9	3.16993	0.954243
6073	9	3.16993	0.954243
6079	11	3.45943	1.04139
6089	8	3	0.90309
6091	9	3.16993	0.954243
6101	9	3.16993	0.954243
6113	8	3	0.90309
6121	9	3.16993	0.954243
6131	10	3.32193	1
6133	10	3.32193	1
6143	12	3.58496	1.07918
6151	5	2.32193	0.69897
6163	5	2.32193	0.69897
6173	6	2.58496	0.778151
6197	6	2.58496	0.778151
6199	7	2.80735	0.845098
6203	7	2.80735	0.845098
6211	5	2.32193	0.69897
6217	5	2.32193	0.69897
6221	6	2.58496	0.778151
6229	6	2.58496	0.778151
6247	7	2.80735	0.845098
6257	6	2.58496	0.778151
6263	8	3	0.90309
6269	8	3	0.90309
6271	9	3.16993	0.954243
6277	5	2.32193	0.69897
6287	7	2.80735	0.845098
6299	7	2.80735	0.845098
6301	7	2.80735	0.845098
6311	7	2.80735	0.845098
6317	7	2.80735	0.845098
6323	7	2.80735	0.845098
6329	7	2.80735	0.845098
6337	5	2.32193	0.69897
6343	7	2.80735	0.845098
6353	6	2.58496	0.778151
6359	8	3	0.90309
6361	7	2.80735	0.845098
6367	9	3.16993	0.954243
6373	7	2.80735	0.845098
6379	8	3	0.90309
6389	8	3	0.90309
6397	9	3.16993	0.954243
6421	6	2.58496	0.778151
6427	7	2.80735	0.845098
6449	6	2.58496	0.778151
6451	7	2.80735	0.845098
6469	6	2.58496	0.778151
6473	6	2.58496	0.778151
6481	6	2.58496	0.778151
6491	8	3	0.90309
6521	8	3	0.90309
6529	5	2.32193	0.69897
6547	7	2.80735	0.845098
6551	8	3	0.90309
6553	7	2.80735	0.845098
6563	7	2.80735	0.845098
6569	7	2.80735	0.845098
6571	8	3	0.90309
6577	7	2.80735	0.845098
6581	8	3	0.90309
6599	8	3	0.90309
6607	9	3.16993	0.954243
6619	9	3.16993	0.954243
6637	9	3.16993	0.954243
6653	10	3.32193	1
6659	5	2.32193	0.69897
6661	5	2.32193	0.69897
6673	5	2.32193	0.69897
6679	7	2.80735	0.845098
6689	5	2.32193	0.69897
6691	6	2.58496	0.778151
6701	7	2.80735	0.845098
6703	8	3	0.90309
6709	7	2.80735	0.845098
6719	9	3.16993	0.954243
6733	7	2.80735	0.845098
6737	6	2.58496	0.778151
6761	7	2.80735	0.845098
6763	8	3	0.90309
6779	9	3.16993	0.954243
6781	9	3.16993	0.954243
6791	7	2.80735	0.845098
6793	6	2.58496	0.778151
6803	7	2.80735	0.845098
6823	8	3	0.90309
6827	8	3	0.90309
6829	8	3	0.90309
6833	7	2.80735	0.845098
6841	8	3	0.90309
6857	7	2.80735	0.845098
6863	9	3.16993	0.954243
6869	8	3	0.90309
6871	9	3.16993	0.954243
6883	8	3	0.90309
6899	9	3.16993	0.954243
6907	10	3.32193	1
6911	11	3.45943	1.04139
6917	6	2.58496	0.778151
6947	7	2.80735	0.845098
6949	7	2.80735	0.845098
6959	9	3.16993	0.954243
6961	7	2.80735	0.845098
6967	9	3.16993	0.954243
6971	9	3.16993	0.954243
6977	6	2.58496	0.778151
6983	8	3	0.90309
6991	9	3.16993	0.954243
6997	8	3	0.90309
7001	8	3	0.90309
7013	8	3	0.90309
7019	9	3.16993	0.954243
7027	9	3.16993	0.954243
7039	11	3.45943	1.04139
7043	7	2.80735	0.845098
7057	7	2.80735	0.845098
7069	9	3.16993	0.954243
7079	9	3.16993	0.954243
7103	11	3.45943	1.04139
7109	8	3	0.90309
7121	8	3	0.90309
7127	10	3.32193	1
7129	9	3.16993	0.954243
7151	11	3.45943	1.04139
7159	11	3.45943	1.04139
7177	5	2.32193	0.69897
7187	6	2.58496	0.778151
7193	6	2.58496	0.778151
7207	7	2.80735	0.845098
7211	7	2.80735	0.845098
7213	7	2.80735	0.845098
7219	7	2.80735	0.845098
7229	8	3	0.90309
7237	6	2.58496	0.778151
7243	7	2.80735	0.845098
7247	8	3	0.90309
7253	7	2.80735	0.845098
7283	8	3	0.90309
7297	5	2.32193	0.69897
7307	7	2.80735	0.845098
7309	7	2.80735	0.845098
7321	7	2.80735	0.845098
7331	7	2.80735	0.845098
7333	7	2.80735	0.845098
7349	8	3	0.90309
7351	9	3.16993	0.954243
7369	7	2.80735	0.845098
7393	7	2.80735	0.845098
7411	9	3.16993	0.954243
7417	9	3.16993	0.954243
7433	6	2.58496	0.778151
7451	8	3	0.90309
7457	6	2.58496	0.778151
7459	7	2.80735	0.845098
7477	8	3	0.90309
7481	8	3	0.90309
7487	10	3.32193	1
7489	6	2.58496	0.778151
7499	8	3	0.90309
7507	8	3	0.90309
7517	9	3.16993	0.954243
7523	8	3	0.90309
7529	8	3	0.90309
7537	8	3	0.90309
7541	9	3.16993	0.954243
7547	10	3.32193	1
7549	10	3.32193	1
7559	8	3	0.90309
7561	7	2.80735	0.845098
7573	8	3	0.90309
7577	8	3	0.90309
7583	10	3.32193	1
7589	8	3	0.90309
7591	9	3.16993	0.954243
7603	9	3.16993	0.954243
7607	10	3.32193	1
7621	8	3	0.90309
7639	10	3.32193	1
7643	10	3.32193	1
7649	8	3	0.90309
7669	10	3.32193	1
7673	10	3.32193	1
7681	5	2.32193	0.69897
7687	7	2.80735	0.845098
7691	7	2.80735	0.845098
7699	7	2.80735	0.845098
7703	8	3	0.90309
7717	7	2.80735	0.845098
7723	8	3	0.90309
7727	9	3.16993	0.954243
7741	9	3.16993	0.954243
7753	7	2.80735	0.845098
7757	8	3	0.90309
7759	9	3.16993	0.954243
7789	9	3.16993	0.954243
7793	8	3	0.90309
7817	7	2.80735	0.845098
7823	9	3.16993	0.954243
7829	8	3	0.90309
7841	7	2.80735	0.845098
7853	9	3.16993	0.954243
7867	10	3.32193	1
7873	7	2.80735	0.845098
7877	8	3	0.90309
7879	9	3.16993	0.954243
7883	9	3.16993	0.954243
7901	10	3.32193	1
7907	9	3.16993	0.954243
