#X	Y	log2	log10
199207	8	3	0.90309
199211	8	3	0.90309
199247	9	3.16993	0.954243
199261	9	3.16993	0.954243
199267	8	3	0.90309
199289	9	3.16993	0.954243
199313	7	2.80735	0.845098
199321	8	3	0.90309
199337	8	3	0.90309
199343	10	3.32193	1
199357	10	3.32193	1
199373	9	3.16993	0.954243
199379	9	3.16993	0.954243
199399	10	3.32193	1
199403	10	3.32193	1
199411	10	3.32193	1
199417	10	3.32193	1
199429	7	2.80735	0.845098
199447	9	3.16993	0.954243
199453	9	3.16993	0.954243
199457	7	2.80735	0.845098
199483	10	3.32193	1
199487	11	3.45943	1.04139
199489	7	2.80735	0.845098
199499	9	3.16993	0.954243
199501	9	3.16993	0.954243
199523	9	3.16993	0.954243
199559	9	3.16993	0.954243
199567	10	3.32193	1
199583	11	3.45943	1.04139
199601	9	3.16993	0.954243
199603	10	3.32193	1
199621	9	3.16993	0.954243
199637	10	3.32193	1
199657	10	3.32193	1
199669	11	3.45943	1.04139
199673	11	3.45943	1.04139
199679	13	3.70044	1.11394
199687	7	2.80735	0.845098
199697	6	2.58496	0.778151
199721	7	2.80735	0.845098
199729	7	2.80735	0.845098
199739	9	3.16993	0.954243
199741	9	3.16993	0.954243
199751	8	3	0.90309
199753	7	2.80735	0.845098
199777	7	2.80735	0.845098
199783	9	3.16993	0.954243
199799	10	3.32193	1
199807	11	3.45943	1.04139
199811	7	2.80735	0.845098
199813	7	2.80735	0.845098
199819	8	3	0.90309
199831	9	3.16993	0.954243
199853	9	3.16993	0.954243
199873	7	2.80735	0.845098
199877	8	3	0.90309
199889	8	3	0.90309
199909	9	3.16993	0.954243
199921	9	3.16993	0.954243
199931	11	3.45943	1.04139
199933	11	3.45943	1.04139
199961	8	3	0.90309
199967	10	3.32193	1
199999	11	3.45943	1.04139
200003	8	3	0.90309
200009	8	3	0.90309
200017	8	3	0.90309
200023	10	3.32193	1
200029	10	3.32193	1
200033	8	3	0.90309
200041	9	3.16993	0.954243
200063	12	3.58496	1.07918
200087	10	3.32193	1
200117	10	3.32193	1
200131	9	3.16993	0.954243
200153	10	3.32193	1
200159	12	3.58496	1.07918
200171	11	3.45943	1.04139
200177	10	3.32193	1
200183	12	3.58496	1.07918
200191	13	3.70044	1.11394
200201	7	2.80735	0.845098
200227	8	3	0.90309
200231	9	3.16993	0.954243
200237	9	3.16993	0.954243
200257	7	2.80735	0.845098
200273	8	3	0.90309
200293	9	3.16993	0.954243
200297	9	3.16993	0.954243
200323	8	3	0.90309
200329	8	3	0.90309
200341	9	3.16993	0.954243
200351	11	3.45943	1.04139
200357	9	3.16993	0.954243
200363	10	3.32193	1
200371	10	3.32193	1
200381	11	3.45943	1.04139
200383	12	3.58496	1.07918
200401	9	3.16993	0.954243
200407	11	3.45943	1.04139
200437	11	3.45943	1.04139
200443	12	3.58496	1.07918
200461	9	3.16993	0.954243
200467	9	3.16993	0.954243
200483	9	3.16993	0.954243
200513	8	3	0.90309
200569	11	3.45943	1.04139
200573	12	3.58496	1.07918
200579	9	3.16993	0.954243
200587	10	3.32193	1
200591	11	3.45943	1.04139
200597	10	3.32193	1
200609	9	3.16993	0.954243
200639	13	3.70044	1.11394
200657	10	3.32193	1
200671	13	3.70044	1.11394
200689	11	3.45943	1.04139
200699	13	3.70044	1.11394
200713	5	2.32193	0.69897
200723	6	2.58496	0.778151
200731	7	2.80735	0.845098
200771	6	2.58496	0.778151
200779	7	2.80735	0.845098
200789	7	2.80735	0.845098
200797	8	3	0.90309
200807	8	3	0.90309
200843	7	2.80735	0.845098
200861	8	3	0.90309
200867	7	2.80735	0.845098
200869	7	2.80735	0.845098
200881	7	2.80735	0.845098
200891	9	3.16993	0.954243
200899	7	2.80735	0.845098
200903	8	3	0.90309
200909	8	3	0.90309
200927	10	3.32193	1
200929	7	2.80735	0.845098
200971	7	2.80735	0.845098
200983	8	3	0.90309
200987	8	3	0.90309
200989	8	3	0.90309
201007	9	3.16993	0.954243
201011	8	3	0.90309
201031	8	3	0.90309
201037	8	3	0.90309
201049	8	3	0.90309
201073	8	3	0.90309
201101	8	3	0.90309
201107	8	3	0.90309
201119	10	3.32193	1
201121	7	2.80735	0.845098
201139	9	3.16993	0.954243
201151	11	3.45943	1.04139
201163	9	3.16993	0.954243
201167	10	3.32193	1
201193	9	3.16993	0.954243
201203	10	3.32193	1
201209	10	3.32193	1
201211	11	3.45943	1.04139
201233	6	2.58496	0.778151
201247	9	3.16993	0.954243
201251	7	2.80735	0.845098
201281	6	2.58496	0.778151
201287	8	3	0.90309
201307	9	3.16993	0.954243
201329	8	3	0.90309
201337	9	3.16993	0.954243
201359	9	3.16993	0.954243
201389	9	3.16993	0.954243
201401	9	3.16993	0.954243
201403	10	3.32193	1
201413	8	3	0.90309
201437	10	3.32193	1
201449	9	3.16993	0.954243
201451	10	3.32193	1
201473	6	2.58496	0.778151
201491	8	3	0.90309
201493	8	3	0.90309
201497	8	3	0.90309
201499	9	3.16993	0.954243
201511	9	3.16993	0.954243
201517	9	3.16993	0.954243
201547	9	3.16993	0.954243
201557	9	3.16993	0.954243
201577	9	3.16993	0.954243
201581	10	3.32193	1
201589	10	3.32193	1
201599	12	3.58496	1.07918
201611	9	3.16993	0.954243
201623	10	3.32193	1
201629	10	3.32193	1
201653	10	3.32193	1
201661	11	3.45943	1.04139
201667	9	3.16993	0.954243
201673	9	3.16993	0.954243
201683	10	3.32193	1
201701	10	3.32193	1
201709	11	3.45943	1.04139
201731	6	2.58496	0.778151
201743	8	3	0.90309
201757	8	3	0.90309
201767	8	3	0.90309
201769	7	2.80735	0.845098
201781	8	3	0.90309
201787	9	3.16993	0.954243
201791	10	3.32193	1
201797	7	2.80735	0.845098
201809	7	2.80735	0.845098
201821	9	3.16993	0.954243
201823	10	3.32193	1
201827	8	3	0.90309
201829	8	3	0.90309
201833	8	3	0.90309
201847	10	3.32193	1
201881	8	3	0.90309
201889	7	2.80735	0.845098
201893	8	3	0.90309
201907	9	3.16993	0.954243
201911	10	3.32193	1
201919	11	3.45943	1.04139
201923	8	3	0.90309
201937	8	3	0.90309
201947	10	3.32193	1
201953	8	3	0.90309
201961	9	3.16993	0.954243
201973	10	3.32193	1
201979	11	3.45943	1.04139
201997	8	3	0.90309
202001	7	2.80735	0.845098
202021	8	3	0.90309
202031	10	3.32193	1
202049	7	2.80735	0.845098
202061	9	3.16993	0.954243
202063	10	3.32193	1
202067	9	3.16993	0.954243
202087	10	3.32193	1
202099	10	3.32193	1
202109	11	3.45943	1.04139
202121	8	3	0.90309
202127	10	3.32193	1
202129	8	3	0.90309
202183	10	3.32193	1
202187	10	3.32193	1
202201	10	3.32193	1
202219	11	3.45943	1.04139
202231	12	3.58496	1.07918
202243	7	2.80735	0.845098
202277	8	3	0.90309
202289	8	3	0.90309
202291	9	3.16993	0.954243
202309	8	3	0.90309
202327	10	3.32193	1
202339	9	3.16993	0.954243
202343	10	3.32193	1
202357	10	3.32193	1
202361	10	3.32193	1
202381	9	3.16993	0.954243
202387	9	3.16993	0.954243
202393	9	3.16993	0.954243
202403	9	3.16993	0.954243
202409	9	3.16993	0.954243
202441	9	3.16993	0.954243
202471	11	3.45943	1.04139
202481	10	3.32193	1
202493	12	3.58496	1.07918
202519	10	3.32193	1
202529	8	3	0.90309
202549	10	3.32193	1
202567	10	3.32193	1
202577	9	3.16993	0.954243
202591	12	3.58496	1.07918
202613	11	3.45943	1.04139
202621	12	3.58496	1.07918
202627	9	3.16993	0.954243
202637	10	3.32193	1
202639	11	3.45943	1.04139
202661	10	3.32193	1
202667	11	3.45943	1.04139
202679	12	3.58496	1.07918
202693	10	3.32193	1
202717	12	3.58496	1.07918
202729	11	3.45943	1.04139
202733	12	3.58496	1.07918
202747	13	3.70044	1.11394
202751	14	3.80735	1.14613
202753	5	2.32193	0.69897
202757	6	2.58496	0.778151
202777	7	2.80735	0.845098
202799	9	3.16993	0.954243
202817	6	2.58496	0.778151
202823	8	3	0.90309
202841	8	3	0.90309
202859	9	3.16993	0.954243
202877	10	3.32193	1
202879	11	3.45943	1.04139
202889	7	2.80735	0.845098
202907	9	3.16993	0.954243
202921	8	3	0.90309
202931	9	3.16993	0.954243
202933	9	3.16993	0.954243
202949	8	3	0.90309
202967	10	3.32193	1
202973	10	3.32193	1
202981	9	3.16993	0.954243
202987	10	3.32193	1
202999	11	3.45943	1.04139
203011	7	2.80735	0.845098
203017	7	2.80735	0.845098
203023	9	3.16993	0.954243
203039	10	3.32193	1
203051	9	3.16993	0.954243
203057	8	3	0.90309
203117	10	3.32193	1
203141	8	3	0.90309
203173	9	3.16993	0.954243
203183	11	3.45943	1.04139
203207	10	3.32193	1
203209	9	3.16993	0.954243
203213	10	3.32193	1
203221	10	3.32193	1
203227	11	3.45943	1.04139
203233	9	3.16993	0.954243
203249	10	3.32193	1
203279	9	3.16993	0.954243
203293	9	3.16993	0.954243
203309	9	3.16993	0.954243
203311	10	3.32193	1
203317	9	3.16993	0.954243
203321	9	3.16993	0.954243
203323	10	3.32193	1
203339	9	3.16993	0.954243
203341	9	3.16993	0.954243
203351	10	3.32193	1
203353	9	3.16993	0.954243
203363	9	3.16993	0.954243
203381	10	3.32193	1
203383	11	3.45943	1.04139
203387	11	3.45943	1.04139
203393	7	2.80735	0.845098
203417	9	3.16993	0.954243
203419	10	3.32193	1
203429	9	3.16993	0.954243
203431	10	3.32193	1
203449	10	3.32193	1
203459	9	3.16993	0.954243
203461	9	3.16993	0.954243
203531	9	3.16993	0.954243
203549	10	3.32193	1
203563	10	3.32193	1
203569	9	3.16993	0.954243
203579	11	3.45943	1.04139
203591	10	3.32193	1
203617	9	3.16993	0.954243
203627	11	3.45943	1.04139
203641	11	3.45943	1.04139
203653	9	3.16993	0.954243
203657	9	3.16993	0.954243
203659	10	3.32193	1
203663	11	3.45943	1.04139
203669	10	3.32193	1
203713	9	3.16993	0.954243
203761	11	3.45943	1.04139
203767	13	3.70044	1.11394
203771	13	3.70044	1.11394
203773	13	3.70044	1.11394
203789	8	3	0.90309
203807	10	3.32193	1
203809	7	2.80735	0.845098
203821	9	3.16993	0.954243
203843	8	3	0.90309
203857	8	3	0.90309
203869	10	3.32193	1
203873	8	3	0.90309
203897	10	3.32193	1
203909	8	3	0.90309
203911	9	3.16993	0.954243
203921	8	3	0.90309
203947	10	3.32193	1
203953	9	3.16993	0.954243
203969	8	3	0.90309
203971	9	3.16993	0.954243
203977	9	3.16993	0.954243
203989	10	3.32193	1
203999	12	3.58496	1.07918
204007	11	3.45943	1.04139
204013	11	3.45943	1.04139
204019	11	3.45943	1.04139
204023	12	3.58496	1.07918
204047	10	3.32193	1
204059	10	3.32193	1
204067	9	3.16993	0.954243
204101	9	3.16993	0.954243
204107	10	3.32193	1
204133	10	3.32193	1
204137	10	3.32193	1
204143	12	3.58496	1.07918
204151	12	3.58496	1.07918
204161	8	3	0.90309
204163	9	3.16993	0.954243
204173	10	3.32193	1
204233	10	3.32193	1
204251	12	3.58496	1.07918
204299	9	3.16993	0.954243
204301	9	3.16993	0.954243
204311	10	3.32193	1
204319	11	3.45943	1.04139
204329	9	3.16993	0.954243
204331	10	3.32193	1
204353	8	3	0.90309
204359	10	3.32193	1
204361	9	3.16993	0.954243
204367	11	3.45943	1.04139
204371	10	3.32193	1
204377	10	3.32193	1
204397	11	3.45943	1.04139
204427	10	3.32193	1
204431	11	3.45943	1.04139
204437	10	3.32193	1
204439	11	3.45943	1.04139
204443	11	3.45943	1.04139
204461	11	3.45943	1.04139
204481	9	3.16993	0.954243
204487	11	3.45943	1.04139
204509	12	3.58496	1.07918
204511	13	3.70044	1.11394
204517	11	3.45943	1.04139
204521	11	3.45943	1.04139
204557	10	3.32193	1
204563	10	3.32193	1
204583	11	3.45943	1.04139
204587	11	3.45943	1.04139
204599	12	3.58496	1.07918
204601	11	3.45943	1.04139
204613	10	3.32193	1
204623	12	3.58496	1.07918
204641	10	3.32193	1
204667	13	3.70044	1.11394
204679	11	3.45943	1.04139
204707	11	3.45943	1.04139
204719	13	3.70044	1.11394
204733	13	3.70044	1.11394
204749	12	3.58496	1.07918
204751	13	3.70044	1.11394
204781	13	3.70044	1.11394
204791	14	3.80735	1.14613
204793	13	3.70044	1.11394
204797	14	3.80735	1.14613
204803	5	2.32193	0.69897
204821	6	2.58496	0.778151
204857	7	2.80735	0.845098
204859	8	3	0.90309
204871	7	2.80735	0.845098
204887	8	3	0.90309
204913	7	2.80735	0.845098
204917	8	3	0.90309
204923	9	3.16993	0.954243
204931	6	2.58496	0.778151
204947	7	2.80735	0.845098
204973	8	3	0.90309
204979	8	3	0.90309
204983	9	3.16993	0.954243
205019	9	3.16993	0.954243
205031	9	3.16993	0.954243
205033	8	3	0.90309
205043	9	3.16993	0.954243
205063	7	2.80735	0.845098
205069	7	2.80735	0.845098
205081	7	2.80735	0.845098
205097	7	2.80735	0.845098
205103	9	3.16993	0.954243
205111	9	3.16993	0.954243
205129	7	2.80735	0.845098
205133	8	3	0.90309
205141	8	3	0.90309
205151	10	3.32193	1
205157	8	3	0.90309
205171	9	3.16993	0.954243
205187	7	2.80735	0.845098
205201	7	2.80735	0.845098
205211	9	3.16993	0.954243
205213	9	3.16993	0.954243
205223	9	3.16993	0.954243
205237	9	3.16993	0.954243
205253	8	3	0.90309
205267	9	3.16993	0.954243
205297	9	3.16993	0.954243
205307	11	3.45943	1.04139
205319	7	2.80735	0.845098
205327	8	3	0.90309
205339	8	3	0.90309
205357	8	3	0.90309
205391	9	3.16993	0.954243
205397	8	3	0.90309
205399	9	3.16993	0.954243
205417	8	3	0.90309
205421	9	3.16993	0.954243
205423	10	3.32193	1
205427	9	3.16993	0.954243
205433	9	3.16993	0.954243
205441	6	2.58496	0.778151
205453	8	3	0.90309
205463	9	3.16993	0.954243
205477	8	3	0.90309
205483	9	3.16993	0.954243
205487	10	3.32193	1
205493	9	3.16993	0.954243
205507	8	3	0.90309
205519	10	3.32193	1
205529	9	3.16993	0.954243
205537	8	3	0.90309
205549	10	3.32193	1
205553	9	3.16993	0.954243
205559	11	3.45943	1.04139
205589	8	3	0.90309
205603	8	3	0.90309
205607	9	3.16993	0.954243
205619	9	3.16993	0.954243
205627	10	3.32193	1
205633	7	2.80735	0.845098
205651	9	3.16993	0.954243
205657	9	3.16993	0.954243
205661	10	3.32193	1
205663	11	3.45943	1.04139
205703	9	3.16993	0.954243
205721	9	3.16993	0.954243
205759	12	3.58496	1.07918
205763	9	3.16993	0.954243
205783	11	3.45943	1.04139
205817	11	3.45943	1.04139
205823	13	3.70044	1.11394
205837	7	2.80735	0.845098
205847	8	3	0.90309
205879	9	3.16993	0.954243
205883	9	3.16993	0.954243
205913	8	3	0.90309
205937	8	3	0.90309
205949	10	3.32193	1
205951	11	3.45943	1.04139
205957	7	2.80735	0.845098
205963	8	3	0.90309
205967	9	3.16993	0.954243
205981	9	3.16993	0.954243
205991	9	3.16993	0.954243
205993	8	3	0.90309
206009	9	3.16993	0.954243
206021	8	3	0.90309
206027	9	3.16993	0.954243
206033	8	3	0.90309
206039	10	3.32193	1
206047	11	3.45943	1.04139
206051	9	3.16993	0.954243
206069	10	3.32193	1
206077	11	3.45943	1.04139
206081	6	2.58496	0.778151
206083	7	2.80735	0.845098
206123	9	3.16993	0.954243
206153	8	3	0.90309
206177	8	3	0.90309
206179	9	3.16993	0.954243
206183	10	3.32193	1
206191	11	3.45943	1.04139
206197	10	3.32193	1
206203	11	3.45943	1.04139
206209	7	2.80735	0.845098
206221	9	3.16993	0.954243
206233	9	3.16993	0.954243
206237	10	3.32193	1
206249	9	3.16993	0.954243
206251	10	3.32193	1
206263	11	3.45943	1.04139
206273	8	3	0.90309
206279	10	3.32193	1
206281	9	3.16993	0.954243
206291	10	3.32193	1
206299	11	3.45943	1.04139
206303	12	3.58496	1.07918
206341	7	2.80735	0.845098
206347	8	3	0.90309
206351	9	3.16993	0.954243
206369	7	2.80735	0.845098
206383	10	3.32193	1
206399	11	3.45943	1.04139
206407	9	3.16993	0.954243
206411	9	3.16993	0.954243
206413	9	3.16993	0.954243
206419	9	3.16993	0.954243
206447	11	3.45943	1.04139
206461	11	3.45943	1.04139
206467	8	3	0.90309
206477	9	3.16993	0.954243
206483	9	3.16993	0.954243
206489	9	3.16993	0.954243
206501	9	3.16993	0.954243
206519	11	3.45943	1.04139
206527	12	3.58496	1.07918
206543	11	3.45943	1.04139
206551	11	3.45943	1.04139
206593	7	2.80735	0.845098
206597	8	3	0.90309
206603	9	3.16993	0.954243
206623	11	3.45943	1.04139
206627	9	3.16993	0.954243
206639	11	3.45943	1.04139
206641	9	3.16993	0.954243
206651	11	3.45943	1.04139
206699	11	3.45943	1.04139
206749	11	3.45943	1.04139
206779	12	3.58496	1.07918
206783	13	3.70044	1.11394
206803	11	3.45943	1.04139
206807	12	3.58496	1.07918
206813	12	3.58496	1.07918
206819	11	3.45943	1.04139
206821	11	3.45943	1.04139
206827	12	3.58496	1.07918
206879	9	3.16993	0.954243
206887	8	3	0.90309
206897	7	2.80735	0.845098
206909	9	3.16993	0.954243
206911	10	3.32193	1
206917	7	2.80735	0.845098
206923	8	3	0.90309
206933	8	3	0.90309
206939	9	3.16993	0.954243
206951	9	3.16993	0.954243
206953	8	3	0.90309
206993	7	2.80735	0.845098
207013	8	3	0.90309
207017	8	3	0.90309
207029	9	3.16993	0.954243
207037	10	3.32193	1
207041	7	2.80735	0.845098
207061	9	3.16993	0.954243
207073	8	3	0.90309
207079	10	3.32193	1
207113	7	2.80735	0.845098
207121	7	2.80735	0.845098
207127	9	3.16993	0.954243
207139	8	3	0.90309
207169	7	2.80735	0.845098
207187	9	3.16993	0.954243
207191	10	3.32193	1
207197	10	3.32193	1
207199	11	3.45943	1.04139
207227	11	3.45943	1.04139
207239	9	3.16993	0.954243
207241	8	3	0.90309
207257	9	3.16993	0.954243
207269	9	3.16993	0.954243
207287	11	3.45943	1.04139
207293	11	3.45943	1.04139
207301	9	3.16993	0.954243
207307	10	3.32193	1
207329	9	3.16993	0.954243
207331	10	3.32193	1
207341	11	3.45943	1.04139
207343	12	3.58496	1.07918
207367	8	3	0.90309
207371	8	3	0.90309
207377	7	2.80735	0.845098
207401	8	3	0.90309
207409	8	3	0.90309
207433	8	3	0.90309
207443	9	3.16993	0.954243
207457	8	3	0.90309
207463	10	3.32193	1
207469	10	3.32193	1
207479	11	3.45943	1.04139
207481	10	3.32193	1
207491	8	3	0.90309
207497	8	3	0.90309
207509	9	3.16993	0.954243
207511	10	3.32193	1
207517	10	3.32193	1
207521	8	3	0.90309
207523	9	3.16993	0.954243
207541	10	3.32193	1
207547	11	3.45943	1.04139
207551	12	3.58496	1.07918
207563	10	3.32193	1
207569	9	3.16993	0.954243
207589	10	3.32193	1
207593	10	3.32193	1
207619	8	3	0.90309
207629	9	3.16993	0.954243
207643	10	3.32193	1
207653	9	3.16993	0.954243
207661	10	3.32193	1
207671	11	3.45943	1.04139
207673	10	3.32193	1
207679	12	3.58496	1.07918
207709	11	3.45943	1.04139
207719	11	3.45943	1.04139
207721	10	3.32193	1
207743	13	3.70044	1.11394
207763	10	3.32193	1
207769	10	3.32193	1
207797	11	3.45943	1.04139
207799	12	3.58496	1.07918
207811	10	3.32193	1
207821	11	3.45943	1.04139
207833	11	3.45943	1.04139
207847	12	3.58496	1.07918
207869	13	3.70044	1.11394
207877	7	2.80735	0.845098
207923	9	3.16993	0.954243
207931	10	3.32193	1
207941	8	3	0.90309
207947	9	3.16993	0.954243
207953	8	3	0.90309
207967	11	3.45943	1.04139
207971	9	3.16993	0.954243
207973	9	3.16993	0.954243
207997	11	3.45943	1.04139
208001	7	2.80735	0.845098
208003	8	3	0.90309
208009	8	3	0.90309
208037	9	3.16993	0.954243
208049	9	3.16993	0.954243
208057	10	3.32193	1
208067	9	3.16993	0.954243
208073	9	3.16993	0.954243
208099	10	3.32193	1
208111	12	3.58496	1.07918
208121	11	3.45943	1.04139
208129	7	2.80735	0.845098
208139	9	3.16993	0.954243
208141	9	3.16993	0.954243
208147	9	3.16993	0.954243
208189	11	3.45943	1.04139
208207	11	3.45943	1.04139
208213	10	3.32193	1
208217	10	3.32193	1
208223	12	3.58496	1.07918
208231	11	3.45943	1.04139
208253	12	3.58496	1.07918
208261	9	3.16993	0.954243
208277	10	3.32193	1
208279	11	3.45943	1.04139
208283	11	3.45943	1.04139
208291	10	3.32193	1
208309	11	3.45943	1.04139
208319	13	3.70044	1.11394
208333	11	3.45943	1.04139
208337	10	3.32193	1
208367	13	3.70044	1.11394
208379	13	3.70044	1.11394
208387	8	3	0.90309
208391	9	3.16993	0.954243
208393	8	3	0.90309
208409	9	3.16993	0.954243
208433	9	3.16993	0.954243
208441	10	3.32193	1
208457	9	3.16993	0.954243
208459	10	3.32193	1
208463	11	3.45943	1.04139
208469	10	3.32193	1
208489	10	3.32193	1
208493	11	3.45943	1.04139
208499	11	3.45943	1.04139
208501	11	3.45943	1.04139
208511	13	3.70044	1.11394
208513	8	3	0.90309
208519	10	3.32193	1
208529	9	3.16993	0.954243
208553	10	3.32193	1
208577	9	3.16993	0.954243
208589	11	3.45943	1.04139
208591	12	3.58496	1.07918
208609	10	3.32193	1
208627	12	3.58496	1.07918
208631	13	3.70044	1.11394
208657	9	3.16993	0.954243
208667	11	3.45943	1.04139
208673	9	3.16993	0.954243
208687	12	3.58496	1.07918
208697	11	3.45943	1.04139
208699	12	3.58496	1.07918
208721	10	3.32193	1
208729	11	3.45943	1.04139
208739	11	3.45943	1.04139
208759	13	3.70044	1.11394
208787	11	3.45943	1.04139
208799	13	3.70044	1.11394
208807	12	3.58496	1.07918
208837	11	3.45943	1.04139
208843	12	3.58496	1.07918
208877	13	3.70044	1.11394
208889	13	3.70044	1.11394
208891	14	3.80735	1.14613
208907	7	2.80735	0.845098
208927	9	3.16993	0.954243
208931	7	2.80735	0.845098
208933	7	2.80735	0.845098
208961	6	2.58496	0.778151
208963	7	2.80735	0.845098
208991	10	3.32193	1
208993	7	2.80735	0.845098
208997	8	3	0.90309
209021	10	3.32193	1
209029	7	2.80735	0.845098
209039	9	3.16993	0.954243
209063	9	3.16993	0.954243
209071	10	3.32193	1
209089	7	2.80735	0.845098
209123	9	3.16993	0.954243
209147	11	3.45943	1.04139
209159	8	3	0.90309
209173	8	3	0.90309
209179	9	3.16993	0.954243
209189	8	3	0.90309
209201	8	3	0.90309
209203	9	3.16993	0.954243
209213	10	3.32193	1
209221	8	3	0.90309
209227	9	3.16993	0.954243
209233	8	3	0.90309
209249	8	3	0.90309
209257	9	3.16993	0.954243
209263	11	3.45943	1.04139
209267	10	3.32193	1
209269	10	3.32193	1
209299	9	3.16993	0.954243
209311	11	3.45943	1.04139
209317	9	3.16993	0.954243
209327	11	3.45943	1.04139
209333	10	3.32193	1
209347	9	3.16993	0.954243
209353	9	3.16993	0.954243
209357	10	3.32193	1
209359	11	3.45943	1.04139
209371	11	3.45943	1.04139
209381	10	3.32193	1
209393	10	3.32193	1
209401	11	3.45943	1.04139
209431	9	3.16993	0.954243
209441	7	2.80735	0.845098
209449	8	3	0.90309
209459	9	3.16993	0.954243
209471	11	3.45943	1.04139
209477	8	3	0.90309
209497	9	3.16993	0.954243
209519	11	3.45943	1.04139
209533	11	3.45943	1.04139
209543	9	3.16993	0.954243
209549	9	3.16993	0.954243
209563	10	3.32193	1
209567	11	3.45943	1.04139
209569	8	3	0.90309
209579	10	3.32193	1
209581	10	3.32193	1
209597	11	3.45943	1.04139
209621	10	3.32193	1
209623	11	3.45943	1.04139
209639	11	3.45943	1.04139
209647	12	3.58496	1.07918
209659	12	3.58496	1.07918
209669	8	3	0.90309
209687	10	3.32193	1
209701	9	3.16993	0.954243
209707	10	3.32193	1
209717	10	3.32193	1
209719	11	3.45943	1.04139
209743	11	3.45943	1.04139
209767	11	3.45943	1.04139
209771	11	3.45943	1.04139
209789	12	3.58496	1.07918
209801	9	3.16993	0.954243
209809	9	3.16993	0.954243
209813	10	3.32193	1
209819	11	3.45943	1.04139
209821	11	3.45943	1.04139
209837	11	3.45943	1.04139
209851	12	3.58496	1.07918
209857	9	3.16993	0.954243
209861	10	3.32193	1
209887	13	3.70044	1.11394
209917	13	3.70044	1.11394
209927	8	3	0.90309
209929	7	2.80735	0.845098
209939	8	3	0.90309
209953	7	2.80735	0.845098
209959	9	3.16993	0.954243
209971	9	3.16993	0.954243
209977	9	3.16993	0.954243
209983	11	3.45943	1.04139
209987	8	3	0.90309
210011	10	3.32193	1
210019	9	3.16993	0.954243
210031	11	3.45943	1.04139
210037	10	3.32193	1
210053	8	3	0.90309
210071	10	3.32193	1
210097	9	3.16993	0.954243
210101	10	3.32193	1
210109	11	3.45943	1.04139
210113	8	3	0.90309
210127	11	3.45943	1.04139
210131	10	3.32193	1
210139	11	3.45943	1.04139
210143	12	3.58496	1.07918
210157	11	3.45943	1.04139
210169	11	3.45943	1.04139
210173	12	3.58496	1.07918
210187	9	3.16993	0.954243
210191	10	3.32193	1
210193	8	3	0.90309
210209	8	3	0.90309
210229	10	3.32193	1
210233	10	3.32193	1
210241	8	3	0.90309
210247	10	3.32193	1
210257	9	3.16993	0.954243
210263	11	3.45943	1.04139
210277	10	3.32193	1
210283	11	3.45943	1.04139
210299	12	3.58496	1.07918
210317	10	3.32193	1
210319	11	3.45943	1.04139
210323	10	3.32193	1
210347	11	3.45943	1.04139
210359	12	3.58496	1.07918
210361	11	3.45943	1.04139
210391	12	3.58496	1.07918
210401	10	3.32193	1
210403	11	3.45943	1.04139
210407	12	3.58496	1.07918
210421	12	3.58496	1.07918
210437	8	3	0.90309
210461	10	3.32193	1
210467	9	3.16993	0.954243
210481	9	3.16993	0.954243
210487	11	3.45943	1.04139
210491	11	3.45943	1.04139
210499	9	3.16993	0.954243
210523	11	3.45943	1.04139
210527	12	3.58496	1.07918
210533	10	3.32193	1
210557	12	3.58496	1.07918
210599	11	3.45943	1.04139
210601	10	3.32193	1
210619	12	3.58496	1.07918
210631	11	3.45943	1.04139
210643	11	3.45943	1.04139
210659	11	3.45943	1.04139
210671	13	3.70044	1.11394
210709	10	3.32193	1
210713	10	3.32193	1
210719	12	3.58496	1.07918
210731	11	3.45943	1.04139
210739	11	3.45943	1.04139
210761	10	3.32193	1
210773	11	3.45943	1.04139
210803	12	3.58496	1.07918
210809	12	3.58496	1.07918
210811	13	3.70044	1.11394
210823	11	3.45943	1.04139
210827	11	3.45943	1.04139
210839	12	3.58496	1.07918
210853	11	3.45943	1.04139
210857	11	3.45943	1.04139
210869	12	3.58496	1.07918
210901	12	3.58496	1.07918
210907	13	3.70044	1.11394
210911	14	3.80735	1.14613
210913	11	3.45943	1.04139
210923	13	3.70044	1.11394
210929	12	3.58496	1.07918
210943	15	3.90689	1.17609
210961	7	2.80735	0.845098
210967	9	3.16993	0.954243
211007	11	3.45943	1.04139
211039	11	3.45943	1.04139
211049	9	3.16993	0.954243
211051	10	3.32193	1
211061	10	3.32193	1
211063	11	3.45943	1.04139
211067	11	3.45943	1.04139
211073	7	2.80735	0.845098
211093	9	3.16993	0.954243
211097	9	3.16993	0.954243
211129	10	3.32193	1
211151	11	3.45943	1.04139
211153	9	3.16993	0.954243
211177	10	3.32193	1
211187	11	3.45943	1.04139
211193	11	3.45943	1.04139
211199	13	3.70044	1.11394
211213	9	3.16993	0.954243
211217	8	3	0.90309
211219	9	3.16993	0.954243
211229	10	3.32193	1
211231	11	3.45943	1.04139
211241	9	3.16993	0.954243
211247	11	3.45943	1.04139
211271	10	3.32193	1
211283	10	3.32193	1
211291	11	3.45943	1.04139
211297	9	3.16993	0.954243
211313	10	3.32193	1
211319	12	3.58496	1.07918
211333	9	3.16993	0.954243
211339	10	3.32193	1
211349	10	3.32193	1
211369	10	3.32193	1
